  Signal    G_z      G_y       G_x     |G|     DELTA    delta     TE
0.451655 -0.095049 0.899270 0.426941 0.060000 0.070000 0.015000 0.100000
0.428090 -0.104013 0.686723 0.719439 0.060000 0.070000 0.015000 0.100000
0.417239 0.062579 -0.995022 -0.077555 0.060000 0.070000 0.015000 0.100000
0.417195 -0.088381 0.383293 0.919388 0.060000 0.070000 0.015000 0.100000
0.397833 0.014499 -0.837144 0.546790 0.060000 0.070000 0.015000 0.100000
0.390091 0.160551 -0.563241 0.810545 0.060000 0.070000 0.015000 0.100000
0.378389 0.261345 -0.934745 0.240730 0.060000 0.070000 0.015000 0.100000
0.369741 -0.060790 -0.260390 0.963588 0.060000 0.070000 0.015000 0.100000
0.369430 0.130434 0.100574 0.986343 0.060000 0.070000 0.015000 0.100000
0.342950 0.339576 -0.187345 0.921732 0.060000 0.070000 0.015000 0.100000
0.331096 0.271074 0.486596 0.830508 0.060000 0.070000 0.015000 0.100000
0.329618 -0.166887 -0.964846 0.203029 0.060000 0.070000 0.015000 0.100000
0.320091 -0.209258 -0.591556 0.778635 0.060000 0.070000 0.015000 0.100000
0.304920 0.410819 -0.745750 0.524485 0.060000 0.070000 0.015000 0.100000
0.291144 0.268480 0.775338 0.571638 0.060000 0.070000 0.015000 0.100000
0.290519 0.289862 0.932018 0.217539 0.060000 0.070000 0.015000 0.100000
0.265489 -0.422478 0.894405 0.146805 0.060000 0.070000 0.015000 0.100000
0.262410 -0.297906 0.067905 0.952177 0.060000 0.070000 0.015000 0.100000
0.242601 0.513544 -0.445361 0.733434 0.060000 0.070000 0.015000 0.100000
0.240576 -0.455611 0.726712 0.514109 0.060000 0.070000 0.015000 0.100000
0.234481 -0.381569 -0.808288 0.448414 0.060000 0.070000 0.015000 0.100000
0.224646 -0.442129 0.428481 0.787988 0.060000 0.070000 0.015000 0.100000
0.199899 0.506980 0.179057 0.843154 0.060000 0.070000 0.015000 0.100000
0.168928 0.624335 -0.760021 0.180480 0.060000 0.070000 0.015000 0.100000
0.168219 -0.453067 -0.255910 0.853955 0.060000 0.070000 0.015000 0.100000
0.151469 0.595693 0.517846 0.613992 0.060000 0.070000 0.015000 0.100000
0.149218 -0.534944 -0.842047 0.069223 0.060000 0.070000 0.015000 0.100000
0.134237 -0.555293 -0.544437 0.628680 0.060000 0.070000 0.015000 0.100000
0.121068 -0.604490 -0.726423 -0.326957 0.060000 0.070000 0.015000 0.100000
0.113788 0.746408 -0.484029 0.456718 0.060000 0.070000 0.015000 0.100000
0.110834 0.709358 -0.116776 0.695108 0.060000 0.070000 0.015000 0.100000
0.095630 0.800927 0.235306 0.550588 0.060000 0.070000 0.015000 0.100000
0.091086 -0.739756 -0.603931 0.296697 0.060000 0.070000 0.015000 0.100000
0.088588 0.652945 -0.081707 -0.752985 0.060000 0.070000 0.015000 0.100000
0.086974 -0.713813 0.669895 0.204232 0.060000 0.070000 0.015000 0.100000
0.078796 -0.815161 -0.572790 -0.086157 0.060000 0.070000 0.015000 0.100000
0.077424 -0.724264 0.422115 0.545216 0.060000 0.070000 0.015000 0.100000
0.075393 -0.777903 -0.262667 0.570853 0.060000 0.070000 0.015000 0.100000
0.069344 -0.938128 -0.286995 0.193779 0.060000 0.070000 0.015000 0.100000
0.062588 0.884630 -0.449425 0.124287 0.060000 0.070000 0.015000 0.100000
0.060744 -0.901618 0.046637 0.430011 0.060000 0.070000 0.015000 0.100000
0.058714 0.920845 -0.122756 0.370102 0.060000 0.070000 0.015000 0.100000
0.057414 0.936566 0.269263 0.224369 0.060000 0.070000 0.015000 0.100000
0.050535 0.911357 -0.345768 -0.223324 0.060000 0.070000 0.015000 0.100000
0.049835 0.999019 -0.044260 -0.001542 0.060000 0.070000 0.015000 0.100000
1.046899 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.996567 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.956534 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.405574 0.017794 0.994508 0.103135 0.055000 0.050000 0.022000 0.087000
0.402353 0.020444 0.966084 -0.257416 0.055000 0.050000 0.022000 0.087000
0.393082 -0.001801 -0.892126 -0.451783 0.055000 0.050000 0.022000 0.087000
0.365958 0.009429 0.810320 -0.585912 0.055000 0.050000 0.022000 0.087000
0.347294 -0.001557 -0.429969 -0.902842 0.055000 0.050000 0.022000 0.087000
0.334537 0.015243 0.283196 -0.958941 0.055000 0.050000 0.022000 0.087000
0.324005 0.193242 -0.082709 -0.977659 0.055000 0.050000 0.022000 0.087000
0.323187 -0.223038 -0.691632 -0.686949 0.055000 0.050000 0.022000 0.087000
0.308831 0.233848 0.575711 -0.783500 0.055000 0.050000 0.022000 0.087000
0.305091 0.207723 -0.702460 -0.680736 0.055000 0.050000 0.022000 0.087000
0.296019 -0.178840 -0.071720 -0.981261 0.055000 0.050000 0.022000 0.087000
0.293297 -0.196944 0.586881 -0.785356 0.055000 0.050000 0.022000 0.087000
0.272722 0.367577 0.808982 -0.458732 0.055000 0.050000 0.022000 0.087000
0.264770 0.381337 0.921792 -0.069865 0.055000 0.050000 0.022000 0.087000
0.259644 0.361767 0.871290 0.331630 0.055000 0.050000 0.022000 0.087000
0.234083 -0.354579 0.882858 0.307953 0.055000 0.050000 0.022000 0.087000
0.233809 -0.349024 0.823292 -0.447630 0.055000 0.050000 0.022000 0.087000
0.231290 -0.346515 0.934940 -0.076253 0.055000 0.050000 0.022000 0.087000
0.221886 -0.385207 0.291533 -0.875571 0.055000 0.050000 0.022000 0.087000
0.209053 -0.400219 -0.395548 -0.826660 0.055000 0.050000 0.022000 0.087000
0.198623 0.412710 0.261597 -0.872489 0.055000 0.050000 0.022000 0.087000
0.195729 0.397623 -0.424678 -0.813354 0.055000 0.050000 0.022000 0.087000
0.136086 -0.532403 -0.039716 -0.845559 0.055000 0.050000 0.022000 0.087000
0.130709 0.544748 -0.092649 -0.833466 0.055000 0.050000 0.022000 0.087000
0.124832 -0.567662 0.549182 -0.613318 0.055000 0.050000 0.022000 0.087000
0.114228 -0.590795 -0.603302 -0.535712 0.055000 0.050000 0.022000 0.087000
0.103609 0.575930 -0.637842 -0.511333 0.055000 0.050000 0.022000 0.087000
0.100881 -0.599255 -0.512592 0.614934 0.055000 0.050000 0.022000 0.087000
0.093377 0.661085 0.733374 0.158521 0.055000 0.050000 0.022000 0.087000
0.088924 -0.660790 0.711514 -0.238967 0.055000 0.050000 0.022000 0.087000
0.084801 0.664175 0.700239 -0.261796 0.055000 0.050000 0.022000 0.087000
0.081856 -0.743552 0.204351 -0.636687 0.055000 0.050000 0.022000 0.087000
0.080194 0.663391 -0.739407 -0.114849 0.055000 0.050000 0.022000 0.087000
0.079164 -0.745077 -0.234876 -0.624254 0.055000 0.050000 0.022000 0.087000
0.071081 0.754389 0.135021 -0.642391 0.055000 0.050000 0.022000 0.087000
0.066909 -0.874904 -0.483260 0.031665 0.055000 0.050000 0.022000 0.087000
0.065251 -0.864080 -0.388988 -0.319459 0.055000 0.050000 0.022000 0.087000
0.062008 0.752540 -0.300731 -0.585871 0.055000 0.050000 0.022000 0.087000
0.053709 0.849744 -0.466814 -0.244989 0.055000 0.050000 0.022000 0.087000
0.051714 0.869103 0.335123 -0.363803 0.055000 0.050000 0.022000 0.087000
0.051601 0.938863 -0.068468 -0.337415 0.055000 0.050000 0.022000 0.087000
0.049569 -0.992939 -0.118610 0.002051 0.055000 0.050000 0.022000 0.087000
0.049547 -0.845535 0.421683 -0.327496 0.055000 0.050000 0.022000 0.087000
0.046661 -0.962315 0.270450 -0.028396 0.055000 0.050000 0.022000 0.087000
0.044017 -0.933753 0.013673 -0.357658 0.055000 0.050000 0.022000 0.087000
1.019744 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.997996 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.982260 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.368357 0.051907 -0.554752 -0.830395 0.060000 0.050000 0.022000 0.087000
0.356283 -0.048547 -0.917042 0.395825 0.060000 0.050000 0.022000 0.087000
0.351860 0.119493 -0.990234 0.071813 0.060000 0.050000 0.022000 0.087000
0.349560 0.066942 0.239947 0.968475 0.060000 0.050000 0.022000 0.087000
0.344770 0.173573 -0.791705 -0.585727 0.060000 0.050000 0.022000 0.087000
0.343258 -0.027161 -0.110497 0.993505 0.060000 0.050000 0.022000 0.087000
0.339437 0.156314 -0.701835 0.694978 0.060000 0.050000 0.022000 0.087000
0.331979 -0.094776 -0.952519 -0.289352 0.060000 0.050000 0.022000 0.087000
0.316225 -0.127699 -0.441548 0.888104 0.060000 0.050000 0.022000 0.087000
0.295943 0.283222 -0.921917 -0.264300 0.060000 0.050000 0.022000 0.087000
0.275507 0.274463 -0.366413 0.889051 0.060000 0.050000 0.022000 0.087000
0.274569 0.232790 0.753899 0.614366 0.060000 0.050000 0.022000 0.087000
0.268639 -0.222412 -0.712844 0.665121 0.060000 0.050000 0.022000 0.087000
0.240174 -0.314164 0.215037 0.924695 0.060000 0.050000 0.022000 0.087000
0.237537 -0.286358 -0.955555 0.070103 0.060000 0.050000 0.022000 0.087000
0.236672 0.353786 -0.857146 0.374348 0.060000 0.050000 0.022000 0.087000
0.202026 -0.376702 -0.023860 -0.926027 0.060000 0.050000 0.022000 0.087000
0.197304 -0.361479 -0.433096 -0.825688 0.060000 0.050000 0.022000 0.087000
0.185149 0.504712 -0.585561 0.634337 0.060000 0.050000 0.022000 0.087000
0.164866 -0.422448 -0.155980 0.892865 0.060000 0.050000 0.022000 0.087000
0.158123 -0.460718 -0.791385 0.401806 0.060000 0.050000 0.022000 0.087000
0.152272 0.447622 -0.520769 -0.726935 0.060000 0.050000 0.022000 0.087000
0.148864 0.521886 -0.853014 0.001379 0.060000 0.050000 0.022000 0.087000
0.142700 -0.451458 -0.846122 -0.283307 0.060000 0.050000 0.022000 0.087000
0.104723 -0.524854 -0.478724 0.703812 0.060000 0.050000 0.022000 0.087000
0.104139 0.569131 -0.711603 -0.411960 0.060000 0.050000 0.022000 0.087000
0.102971 -0.621916 0.199634 -0.757210 0.060000 0.050000 0.022000 0.087000
0.092335 0.697617 -0.668408 0.257993 0.060000 0.050000 0.022000 0.087000
0.090136 -0.593292 -0.569891 -0.568532 0.060000 0.050000 0.022000 0.087000
0.081016 -0.644520 -0.759033 0.091996 0.060000 0.050000 0.022000 0.087000
0.073204 -0.654272 0.157045 0.739773 0.060000 0.050000 0.022000 0.087000
0.072947 -0.674636 -0.199354 -0.710721 0.060000 0.050000 0.022000 0.087000
0.070181 -0.752932 -0.167821 0.636340 0.060000 0.050000 0.022000 0.087000
0.066967 0.788990 -0.390607 0.474258 0.060000 0.050000 0.022000 0.087000
0.063707 -0.875083 -0.309995 -0.371662 0.060000 0.050000 0.022000 0.087000
0.062763 0.801955 -0.583138 -0.129681 0.060000 0.050000 0.022000 0.087000
0.062007 -0.761225 -0.511864 0.398161 0.060000 0.050000 0.022000 0.087000
0.055331 -0.751408 -0.619731 -0.226536 0.060000 0.050000 0.022000 0.087000
0.053268 0.773665 -0.389572 -0.499676 0.060000 0.050000 0.022000 0.087000
0.052215 -0.888141 0.041051 -0.457735 0.060000 0.050000 0.022000 0.087000
0.051689 -0.937399 0.324737 -0.125810 0.060000 0.050000 0.022000 0.087000
0.048289 -0.933300 -0.136074 0.332318 0.060000 0.050000 0.022000 0.087000
0.047623 -0.995773 -0.055065 -0.073513 0.060000 0.050000 0.022000 0.087000
0.046039 -0.910034 -0.410926 0.054564 0.060000 0.050000 0.022000 0.087000
0.039077 0.946114 -0.208415 -0.247854 0.060000 0.050000 0.022000 0.087000

